P225, 54.74, 267
P226, 67.66, 205
P227, 55.82, 252
P228, 104.37, 26
P229, 117.25, 344
P230, 86.08, 242
P231, 33.96, 86
P232, 70.52, 260
P233, 71.43, 317
P234, 36.65, 76
P235, 90.16, 334
P236, 12.32, 357
P237, 8.18, 211
P238, 101.24, 175
P239, 105.77, 402
P240, 103.03, 481
P241, 54.72, 319
P242, 60.00, 216
P243, 8.49, 211
P244, 8.58, 234
P245, 24.52, 496
P246, 37.30, 496
P247, 37.80, 485
P248, 63.01, 472
P249, 35.53, 532
P250, 54.78, 418
P251, 8.98, 18
P252, 88.57, 311
P253, 32.04, 108
P254, 65.66, 23
P255, 74.96, 51
P256, 65.39, 195
P257, 54.01, 243
P258, 97.34, 218
P259, 88.71, 17
P260, 95.83, 507
P261, 114.77, 295
P262, 37.52, 158
P263, 109.43, 351
P264, 35.97, 72
P265, 92.82, 418
P266, 57.56, 48
P267, 54.02, 256
P268, 72.91, 120
P269, 34.07, 359
P270, 81.18, 137
P271, 20.23, 29
P272, 79.20, 210
P273, 64.76, 104
P274, 102.37, 33
P275, 19.00, 288
P276, 66.70, 440
P277, 16.87, 314
P278, 90.94, 13
P279, 109.68, 149
P280, 91.39, 149
P281, 35.69, 30
P282, 45.12, 494
P283, 63.28, 212
P284, 54.79, 374
P285, 105.27, 362
P286, 12.72, 455
P287, 96.43, 496
P288, 97.45, 6
P289, 6.40, 451
P290, 22.82, 163
P291, 55.98, 463
P292, 57.97, 528
P293, 57.41, 209
P294, 104.66, 450
P295, 57.78, 81
P296, 38.15, 517
P297, 13.32, 144
P298, 60.26, 323
P299, 96.48, 99
P300, 89.55, 418
P301, 75.57, 486
P302, 10.15, 159
P303, 10.67, 411
P304, 110.65, 8
P305, 36.53, 243
P306, 110.74, 88
P307, 79.37, 83
P308, 11.40, 105
P309, 28.69, 292
P310, 58.15, 457
P311, 18.97, 281
P312, 91.20, 357
P313, 27.27, 374
P314, 89.93, 469
P315, 88.54, 434
P316, 83.68, 283
P317, 14.42, 448
P318, 89.74, 69
P319, 106.27, 482
P320, 86.46, 117
P321, 27.25, 255
P322, 104.79, 38
P323, 118.24, 18
P324, 31.37, 99
P325, 106.72, 242
P326, 17.73, 359
P327, 93.73, 435
P328, 23.34, 93
P329, 43.70, 317
P330, 77.31, 9
P331, 80.52, 506
P332, 82.59, 313
P333, 112.43, 429
P334, 85.90, 209
P335, 13.80, 35
P336, 88.60, 162
P337, 90.39, 532
P338, 104.95, 240
P339, 58.80, 193
P340, 54.85, 229
P341, 57.41, 180
P342, 30.40, 123
P343, 102.63, 19
P344, 66.57, 130
P345, 41.05, 37
P346, 20.01, 86
P347, 23.80, 287
P348, 89.96, 260
P349, 111.52, 58
P350, 102.35, 271
P351, 86.14, 295
P352, 16.83, 315
P353, 25.49, 299
P354, 54.38, 66
P355, 17.52, 21
P356, 74.58, 243
P357, 97.95, 394
P358, 25.02, 293
P359, 52.53, 232
P360, 79.08, 394
P361, 111.86, 262
P362, 39.16, 248
P363, 29.11, 181
P364, 111.52, 6
P365, 84.75, 415
P366, 85.31, 109
P367, 82.79, 306
P368, 29.22, 420
P369, 105.98, 521
P370, 16.28, 346
P371, 21.38, 291
P372, 107.65, 357
P373, 8.60, 415
P374, 56.61, 418
P375, 71.47, 498
P376, 81.61, 83
P377, 54.40, 168
P378, 20.25, 90
P379, 81.81, 535
P380, 107.81, 531
P381, 48.16, 436
P382, 91.90, 256
P383, 109.30, 284
P384, 71.14, 368
P385, 109.91, 516
P386, 118.99, 427
P387, 118.35, 227
P388, 118.41, 150
P389, 21.06, 371
P390, 88.20, 522
P391, 22.54, 88
P392, 30.31, 498
P393, 51.09, 438
P394, 105.78, 326
P395, 19.31, 358
P396, 17.01, 249
P397, 115.02, 93
P398, 45.40, 237
P399, 21.05, 441
P400, 3.13, 266
P401, 58.73, 94
P402, 13.45, 392
P403, 17.70, 511
P404, 74.81, 174
P405, 45.48, 68
P406, 61.99, 363
P407, 47.58, 252
P408, 32.82, 462
P409, 42.49, 129
P410, 46.43, 479
P411, 119.44, 254
P412, 10.35, 443
P413, 25.21, 146
P414, 105.46, 400
P415, 25.49, 265
P416, 44.74, 167
P417, 47.89, 534
P418, 76.15, 473
P419, 113.57, 377
P420, 9.94, 435
P421, 52.63, 386
P422, 101.00, 297
P423, 89.86, 369
P424, 41.48, 366
P425, 35.81, 268
P426, 21.10, 242
P427, 5.86, 73
P428, 112.82, 151
P429, 106.78, 406
P430, 85.78, 85
P431, 44.57, 228
P432, 15.77, 183
P433, 32.99, 387
P434, 21.66, 267
P435, 101.09, 488
P436, 9.85, 114
P437, 55.24, 209
P438, 68.02, 361
P439, 119.14, 191
P440, 104.85, 51
P441, 89.76, 300
P442, 106.25, 173
P443, 117.48, 447
P444, 45.05, 303
P445, 114.89, 131
P446, 22.68, 233
P447, 75.29, 102
P448, 2.92, 456
P449, 41.81, 198
P450, 7.76, 410
P451, 44.15, 449
P452, 34.67, 20
P453, 118.28, 337
P454, 54.05, 269
P455, 11.12, 92
P456, 62.10, 273
P457, 3.91, 471
P458, 16.43, 318
P459, 24.16, 329
P460, 54.74, 404
P461, 14.25, 469
P462, 104.05, 420
P463, 26.53, 503
P464, 95.74, 268
P465, 39.13, 336
P466, 65.44, 248
P467, 116.18, 108
P468, 21.11, 360
P469, 72.49, 130
P470, 42.60, 396
P471, 63.81, 313
P472, 24.61, 377
P473, 40.89, 84
P474, 38.55, 22
P475, 97.49, 425
P476, 26.97, 495
P477, 76.47, 104
P478, 115.55, 287
P479, 112.48, 31
P480, 107.16, 167
P481, 36.21, 460
P482, 72.49, 336
P483, 119.53, 272
P484, 49.37, 8
P485, 70.20, 501
P486, 88.37, 361
P487, 11.98, 532
P488, 93.76, 238
P489, 66.84, 496
P490, 94.16, 6
P491, 98.97, 301
P492, 13.80, 7
P493, 32.43, 7
P494, 55.04, 277
P495, 62.41, 511
P496, 82.07, 162
P497, 30.93, 345
P498, 90.52, 348
P499, 6.68, 218
P500, 88.75, 65
P501, 2.62, 246
P502, 39.27, 257
P503, 41.74, 506
P504, 119.16, 441
P505, 13.75, 388
P506, 5.98, 349
P507, 83.42, 456
P508, 53.45, 247
P509, 70.39, 356
P510, 29.51, 306
P511, 24.23, 206
P512, 22.01, 357
P513, 114.35, 534
P514, 20.46, 337
P515, 29.76, 399
P516, 39.94, 501
P517, 98.91, 116
P518, 76.64, 343
P519, 115.76, 200
P520, 30.02, 10
P521, 51.76, 159
P522, 88.83, 471
P523, 109.52, 218
P524, 11.98, 101
P525, 60.06, 433
P526, 50.35, 178
P527, 26.56, 199
P528, 4.27, 315
P529, 75.24, 513
P530, 20.62, 507
P531, 28.93, 420
P532, 17.76, 175
P533, 4.11, 310
P534, 32.35, 259
P535, 104.60, 320
P536, 13.98, 494
P537, 107.10, 134
P538, 31.33, 225
P539, 67.70, 258
P540, 109.14, 151
P541, 81.78, 265
P542, 13.72, 180
P543, 109.47, 70
P544, 30.80, 204
P545, 102.12, 95
P546, 43.21, 257
P547, 97.12, 413
P548, 108.32, 438
P549, 35.46, 34
P550, 105.47, 3
P551, 5.77, 64
P552, 35.46, 126
P553, 117.01, 348
P554, 74.20, 75
P555, 101.61, 323
P556, 43.47, 310
P557, 11.44, 215
P558, 72.42, 324
P559, 83.22, 48
P560, 4.19, 415
P561, 83.18, 372
P562, 44.27, 264
P563, 21.48, 336
P564, 34.38, 234
P565, 45.31, 295
P566, 22.91, 485
P567, 5.24, 500
P568, 65.16, 274
P569, 6.79, 339
P570, 66.71, 171
P571, 30.73, 154
P572, 33.00, 130
P573, 100.97, 123
P574, 46.78, 155
P575, 77.73, 65
P576, 102.63, 295
P577, 26.81, 253
P578, 86.52, 424
P579, 45.25, 385
P580, 12.11, 368
P581, 60.64, 177
P582, 86.06, 376
P583, 74.50, 286
P584, 41.82, 98
P585, 81.17, 135
P586, 31.48, 315
P587, 29.63, 501
P588, 39.63, 241
P589, 77.99, 386
P590, 20.09, 179
P591, 27.99, 26
P592, 102.10, 175
P593, 104.28, 253
P594, 107.70, 522
P595, 25.56, 58
P596, 65.95, 10
P597, 89.68, 310
P598, 70.45, 61
P599, 79.10, 84
P600, 17.41, 316
P601, 48.48, 26
P602, 23.74, 350
P603, 100.75, 346
P604, 31.12, 147
P605, 83.46, 46
P606, 54.48, 144
P607, 96.29, 211
P608, 64.27, 235
P609, 104.84, 509
P610, 55.34, 59
P611, 96.66, 529
P612, 71.25, 455
P613, 19.73, 150
P614, 84.01, 136
P615, 69.05, 50
P616, 50.34, 405
P617, 66.89, 235
P618, 15.06, 238
P619, 86.51, 153
P620, 53.53, 118
P621, 72.67, 501
P622, 34.78, 148
P623, 50.57, 481
P624, 51.53, 506
P625, 32.08, 91
P626, 50.46, 477
P627, 55.63, 71
P628, 118.46, 467
P629, 27.26, 221
P630, 104.92, 108
P631, 23.77, 144
P632, 71.88, 417
P633, 76.22, 441
P634, 117.03, 289
P635, 52.09, 464
P636, 49.50, 34
P637, 56.55, 194
P638, 47.03, 285
P639, 98.54, 312
P640, 88.91, 371
P641, 72.39, 219
P642, 79.82, 375
P643, 48.81, 283
P644, 106.05, 157
P645, 82.90, 208
P646, 104.35, 375
P647, 55.19, 253
P648, 105.34, 115
P649, 85.72, 308
P650, 6.29, 132
P651, 108.84, 291
P652, 32.85, 223
P653, 29.26, 332
P654, 87.53, 190
P655, 69.84, 460
P656, 21.69, 257
P657, 33.86, 74
P658, 71.17, 456
P659, 95.10, 174
P660, 46.38, 138
P661, 4.14, 273
P662, 101.97, 108
P663, 31.54, 502
P664, 72.36, 188
P665, 62.21, 429
P666, 115.44, 32
P667, 8.07, 190
P668, 52.04, 103
P669, 26.25, 432
P670, 114.70, 190
P671, 3.80, 38
P672, 116.56, 221
P673, 36.24, 11
P674, 31.56, 370
P675, 44.54, 454
P676, 75.94, 476
P677, 31.42, 454
P678, 22.46, 288
P679, 10.74, 236
P680, 26.70, 421
P681, 44.60, 329
P682, 5.83, 307
P683, 83.29, 338
P684, 110.69, 499
P685, 87.59, 75
P686, 55.36, 24
P687, 15.32, 292
P688, 104.17, 375
P689, 66.21, 322
P690, 2.27, 345
P691, 53.40, 388
P692, 104.40, 53
P693, 15.10, 18
P694, 10.19, 191
P695, 118.29, 279
P696, 64.38, 422
P697, 25.67, 464
P698, 96.42, 345
P699, 65.94, 433
P700, 3.46, 101
P701, 46.43, 247
P702, 109.60, 366
P703, 105.93, 88
P704, 116.65, 142
P705, 94.70, 91
P706, 77.13, 482
P707, 110.54, 126
P708, 8.81, 229
P709, 19.50, 56
P710, 16.83, 531
P711, 93.85, 424
P712, 86.53, 259
P713, 28.89, 4
P714, 75.15, 227
P715, 59.50, 114
P716, 107.08, 254
P717, 22.66, 505
P718, 74.91, 321
P719, 58.49, 523
P720, 8.05, 393
P721, 77.76, 274
P722, 83.62, 224
P723, 105.15, 415
P724, 75.52, 494
P725, 27.38, 293
P726, 80.97, 454
P727, 97.18, 178
P728, 96.75, 73
P729, 67.10, 144
P730, 104.48, 27
P731, 93.32, 194
P732, 6.51, 64
P733, 113.44, 94
P734, 72.17, 488
P735, 84.71, 91
P736, 94.24, 252
P737, 54.89, 115
P738, 59.28, 322
P739, 45.53, 361
P740, 47.69, 400
P741, 104.30, 315
P742, 48.79, 217
P743, 61.53, 401
P744, 48.37, 312
P745, 49.29, 44
P746, 79.22, 53
P747, 85.36, 250
P748, 65.57, 523
P749, 92.65, 64
P750, 15.61, 532
P751, 87.88, 387
P752, 13.85, 244
P753, 110.11, 451
P754, 89.34, 505
P755, 113.55, 429
P756, 30.21, 98
P757, 58.08, 383
P758, 87.40, 25
P759, 6.99, 280
P760, 71.41, 175
P761, 62.23, 306
P762, 58.68, 388
P763, 45.60, 168
P764, 7.94, 235
P765, 106.45, 333
P766, 21.04, 363
P767, 73.22, 316
P768, 38.48, 469
P769, 65.22, 268
P770, 111.37, 143
P771, 108.51, 329
P772, 106.55, 250
P773, 99.18, 371
P774, 31.46, 244
P775, 59.57, 437
P776, 8.94, 264
P777, 115.68, 358
P778, 83.56, 245
P779, 31.28, 109
P780, 30.70, 513
P781, 6.02, 521
P782, 29.45, 24
P783, 104.28, 532
P784, 26.79, 8
P785, 56.42, 405
P786, 13.72, 58
P787, 74.19, 293
P788, 30.95, 181
P789, 52.24, 195
P790, 19.65, 327
P791, 37.71, 31
P792, 67.17, 245
P793, 102.10, 286
P794, 76.39, 167
P795, 109.14, 178
P796, 13.95, 41
P797, 18.24, 155
P798, 18.34, 44
P799, 47.40, 10
P800, 105.25, 332
P801, 57.11, 276
P802, 61.89, 65
P803, 86.12, 177
P804, 102.41, 68
P805, 7.58, 25
P806, 96.89, 267
P807, 61.53, 282
P808, 91.60, 318
P809, 18.35, 99
P810, 50.44, 63
P811, 58.30, 111
P812, 26.38, 462
P813, 95.10, 189
P814, 30.36, 443
P815, 96.48, 185
P816, 63.89, 383
P817, 52.34, 246
P818, 36.49, 10
P819, 45.33, 251
P820, 78.36, 435
P821, 117.67, 387
P822, 80.51, 99
P823, 44.58, 109
P824, 2.45, 325
P825, 67.05, 229
P826, 95.78, 120
P827, 112.26, 16
P828, 33.44, 255
P829, 76.03, 185
P830, 4.53, 257
P831, 23.54, 194
P832, 75.26, 187
P833, 100.61, 394
P834, 15.73, 125
P835, 92.88, 130
P836, 68.99, 298
P837, 32.69, 224
P838, 49.99, 104
P839, 76.47, 253
P840, 22.96, 493
P841, 73.22, 216
P842, 8.19, 348
P843, 69.15, 163
P844, 108.87, 169
P845, 85.46, 411
P846, 34.84, 458
P847, 93.99, 348
P848, 19.49, 8
P849, 44.00, 96
P850, 50.68, 387
P851, 40.14, 305
P852, 97.62, 209
P853, 71.53, 468
P854, 106.59, 434
P855, 41.37, 74
P856, 39.93, 102
P857, 14.55, 370
P858, 36.19, 508
P859, 77.65, 458
P860, 91.26, 308
P861, 108.87, 394
P862, 60.35, 378
P863, 42.44, 146
P864, 14.78, 159
P865, 51.61, 109
P866, 102.80, 118
P867, 114.83, 56
P868, 88.55, 267
P869, 90.25, 432
P870, 118.72, 285
P871, 11.85, 351
P872, 71.36, 292
P873, 4.87, 204
P874, 37.44, 126
P875, 82.00, 248
P876, 10.58, 511
P877, 43.82, 197
P878, 83.41, 360
P879, 59.22, 505
P880, 119.58, 220
P881, 91.29, 260
P882, 53.95, 81
P883, 52.58, 453
P884, 44.92, 358
P885, 87.90, 534
P886, 6.68, 526
P887, 117.86, 406
P888, 43.44, 147
P889, 77.04, 34
P890, 70.15, 47
P891, 2.36, 86
P892, 85.64, 491
P893, 69.39, 310
P894, 28.72, 517
P895, 53.35, 398
P896, 16.69, 472
P897, 114.63, 62
P898, 33.36, 333
P899, 2.57, 73
P900, 28.12, 413
P901, 94.92, 256
P902, 65.79, 513
P903, 61.91, 252
P904, 87.95, 19
P905, 64.32, 308
P906, 97.16, 235
P907, 24.46, 398
P908, 94.73, 143
P909, 107.72, 497
P910, 79.82, 150
P911, 46.47, 86
P912, 56.62, 188
P913, 71.74, 38
P914, 31.78, 533
P915, 97.11, 79
P916, 56.49, 359
P917, 74.92, 14
P918, 111.21, 524
P919, 93.63, 423
P920, 74.60, 217
P921, 30.64, 205
P922, 30.86, 341
P923, 109.49, 324
P924, 35.75, 151
P925, 46.12, 232
P926, 5.13, 434
P927, 35.10, 206
P928, 73.87, 141
P929, 4.60, 173
P930, 76.95, 398
P931, 107.69, 20
P932, 12.08, 346
P933, 35.84, 175
P934, 23.22, 271
P935, 39.32, 351
P936, 42.23, 61
P937, 96.05, 124
P938, 17.03, 250
P939, 40.93, 62
P940, 5.09, 147
P941, 25.85, 161
P942, 112.70, 360
P943, 66.38, 333
P944, 27.11, 393
P945, 74.38, 168
P946, 2.12, 491
P947, 31.42, 386
P948, 100.88, 54
P949, 42.09, 415
P950, 15.21, 310
P951, 79.55, 211
P952, 45.80, 165
P953, 96.31, 361
P954, 46.81, 197
P955, 10.88, 253
P956, 3.16, 201
P957, 63.64, 369
P958, 99.32, 215
P959, 27.53, 404
P960, 40.08, 470
P961, 89.86, 478
P962, 56.45, 427
P963, 41.35, 255
P964, 83.66, 319
P965, 73.87, 407
P966, 25.06, 376
P967, 98.01, 401
P968, 2.29, 244
P969, 77.46, 83
P970, 100.61, 214
P971, 6.88, 307
P972, 11.13, 119
P973, 65.31, 410
P974, 56.09, 453
P975, 101.20, 52
P976, 62.92, 172
P977, 27.96, 96
P978, 107.69, 94
P979, 10.33, 44
P980, 70.12, 175
P981, 26.01, 209
P982, 48.50, 326
P983, 24.73, 322
P984, 77.17, 527
P985, 3.04, 15
P986, 117.64, 480
P987, 24.50, 186
P988, 63.91, 135
P989, 2.42, 493
P990, 77.15, 509
P991, 2.11, 295
P992, 107.59, 322
P993, 84.43, 254
P994, 25.94, 373
P995, 8.54, 29
P996, 48.63, 425
P997, 40.43, 308
P998, 99.23, 322
P999, 109.70, 34
